precinct,is_accessible,location,address,mapzen GID,geocoded address,lat,lon
209000,False,FRANCES ALBRIER COMM CTR  ART RM,2800 PARK ST BERKELEY,openaddresses:address:us/ca/alameda:35894,"2800 Park Street, Berkeley, CA, USA",37.855765,-122.284013
209010,False,FRANCES ALBRIER COMM CTR GAME RM,2800 PARK ST BERKELEY,openaddresses:address:us/ca/alameda:35894,"2800 Park Street, Berkeley, CA, USA",37.855765,-122.284013
209100,True,BERKELEY CORP YARD GREEN RM,1326 ALLSTON WAY BERKELEY,openaddresses:address:us/ca/alameda:55549,"1326 Allston Way, Berkeley, CA, USA",37.866162,-122.284922
209110,True,BERKELEY CORP YARD GREEN RM,1326 ALLSTON WAY BERKELEY,openaddresses:address:us/ca/alameda:55549,"1326 Allston Way, Berkeley, CA, USA",37.866162,-122.284922
209200,False,BERKELEY PUBLIC LIBRARY,1125 UNIVERSITY AVE BERKELEY,openstreetmap:address:way:31722830,"1125 University Avenue, Berkeley, CA, USA",37.869549,-122.290901
209300,True,BERKELEY ADULT SCHOOL AUDITORIUM,1701 SAN PABLO AVE BERKELEY,openstreetmap:address:way:167517384,"1701 San Pablo Avenue, Berkeley, CA, USA",37.873151,-122.291601
209310,True,BERKELEY FRIENDS CH  LOBBY,1600 SACRAMENTO ST BERKELEY,openaddresses:address:us/ca/berkeley:17365,"1600 Sacramento Street, Berkeley, CA, USA",37.876362,-122.283082
209400,False,ST AMBROSE CHURCH HALL FOYER,1145 GILMAN ST BERKELEY,openaddresses:address:us/ca/alameda:70062,"1145 Gilman Street, Berkeley, CA, USA",37.881181,-122.29357
209410,False,EVANGEL BIBLE CHURCH OF BERKELEY,1343 HOPKINS ST BERKELEY,openaddresses:address:us/ca/alameda:71881,"1343 Hopkins Street, Berkeley, CA, USA",37.879263,-122.286999
209510,False,ST AMBROSE CHURCH HALL FOYER,1145 GILMAN ST BERKELEY,openaddresses:address:us/ca/alameda:70062,"1145 Gilman Street, Berkeley, CA, USA",37.881181,-122.29357
209600,False,BERKELEY  FIRE STATION 6,999 CEDAR ST BERKELEY,openaddresses:address:us/ca/alameda:72526,"999 Cedar Street, Berkeley, CA, USA",37.874845,-122.297014
209610,True,WEST BERKELEY SERVICE CENTER,1900   6TH ST BERKELEY,openstreetmap:address:node:368173312,"1900 6th Street, Berkeley, CA, USA",37.868929,-122.298331
209700,False,JAMES KENNEY PARK ARTS AND CRAFT RM,1720 8TH ST BERKELEY,openstreetmap:address:way:62362769,"1720 8th Street, Berkeley, CA, USA",37.871922,-122.297346
209710,False,ROSA PARKS SCH  MULTI-USE RM,920 ALLSTON WAY BERKELEY,openstreetmap:address:way:28406884,"920 Allston Way, Berkeley, CA, USA",37.865147,-122.294514
209800,False,ROSA PARKS SCH MULTI-USE RM,920 ALLSTON WAY BERKELEY,openstreetmap:address:way:28406884,"920 Allston Way, Berkeley, CA, USA",37.865147,-122.294514
209900,False,ROSA PARKS SCH  MULTI-USE RM,920 ALLSTON WAY BERKELEY,openstreetmap:address:way:28406884,"920 Allston Way, Berkeley, CA, USA",37.865147,-122.294514
213100,False,ST CLEMENTS CHURCH  PALACHE HALL,2837 CLAREMONT BLVD BERKELEY,openaddresses:address:us/ca/berkeley:8679,"2837 Claremont Boulevard, Berkeley, CA, USA",37.859304,-122.244885
470400,True,MORRISSON THEATER LOBBY,22311 NORTH 3RD ST CASTRO VALLEY,openaddresses:address:us/ca/alameda:152154,"22311 North 3rd Street, Hayward, CA, USA",37.680404,-122.080252
470600,True,BAYWOOD COURT  ALL PURPOSE ROOM,21966 DOLORES ST CASTRO VALLEY,openaddresses:address:us/ca/alameda:112943,"21966 Dolores Street, Castro Valley, CA, USA",37.684847,-122.078875
470900,True,FIRST PRESBYTERIAN CHURCH PARLOR,2490 GROVE WAY CASTRO VALLEY,openaddresses:address:us/ca/city_of_hayward:31598,"2490 Grove Way, Castro Valley, CA, USA",37.685226,-122.072188
471800,True,STANTON SCHOOL  CAFETERIA,2644 SOMERSET AVE CASTRO VALLEY,openaddresses:address:us/ca/alameda:97433,"2644 Somerset Avenue, Castro Valley, CA, USA",37.69998,-122.094124
471900,True,CASTRO VALLEY CHURCH OF THE NAZARENE,19230 LAKE CHABOT RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:93210,"19230 Lake Chabot Road, Castro Valley, CA, USA",37.706027,-122.089521
472000,True,CHANTICLEERS THEATER AUDITORIUM,3683 QUAIL AVE CASTRO VALLEY,openaddresses:address:us/ca/alameda:108872,"3683 Quail Avenue, Castro Valley, CA, USA",37.70952,-122.088901
472200,False,VALLEY BAPTIST CHURCH FRONT BUILDING,19835 LAKE CHABOT RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:102911,"19835 Lake Chabot Road, Castro Valley, CA, USA",37.700262,-122.088203
472300,False,FIRE STATION 25 APPARATUS BAY,20336 SAN MIGUEL AVE CASTRO VALLEY,openaddresses:address:us/ca/alameda:98426,"20336 San Miguel Avenue, Castro Valley, CA, USA",37.697056,-122.080695
472400,True,CASTRO VALLEY HIGH STAFF DINING RM,19400 SANTA MARIA AV CASTRO VALLEY,openaddresses:address:us/ca/alameda:112514,"19400 Santa Maria Avenue, Castro Valley, CA, USA",37.704487,-122.07819
472500,False,CHABOT ELEM SCHOOL MULTI-USE ROOM,19104 LAKE CHABOT RD CASTRO VALLEY,openstreetmap:address:way:401098506,"19104 Lake Chabot Road, Castro Valley, CA, USA",37.707202,-122.089185
473300,True,CASTRO VALLEY COMM CTR MAIN HALL,18988 LAKE CHABOT RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:94081,"18988 Lake Chabot Road, Castro Valley, CA, USA",37.707874,-122.090113
473400,True,CASTRO VALLEY SCH DIST BOARDROOM,4400 ALMA AVE CASTRO VALLEY,openaddresses:address:us/ca/alameda:108924,"4400 Alma Avenue, Castro Valley, CA, USA",37.707913,-122.071458
473500,False,FIRE STATION 26 APPARATUS BAY,18770 LAKE CHABOT RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:94039,"18770 Lake Chabot Road, Castro Valley, CA, USA",37.709432,-122.091234
473600,True,KENNETH C AITKEN COMM CTR RM 2,17800 REDWOOD RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:106363,"17800 Redwood Road, Castro Valley, CA, USA",37.714973,-122.073424
473800,True,PROCTOR SCHOOL CAFETERIA,17520 REDWOOD RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:106909,"17520 Redwood Road, Castro Valley, CA, USA",37.716277,-122.073445
473900,False,GARAGE,16807 COLUMBIA DR CASTRO VALLEY,openaddresses:address:us/ca/alameda:104070,"16807 Columbia Drive, Castro Valley, CA, USA",37.730502,-122.058774
474010,True,VANNOY SCHOOL MULTIPURPOSE ROOM,5100 VANNOY AVE CASTRO VALLEY,openaddresses:address:us/ca/alameda:107799,"5100 Vannoy Avenue, Castro Valley, CA, USA",37.706825,-122.058933
474020,False,HOLY CROSS EPISCOPAL CHURCH,19179 CENTER ST CASTRO VALLEY,openaddresses:address:us/ca/alameda:86836,"22062 Center Street, Castro Valley, CA, USA",37.69073,-122.06195
474300,True,CASTRO VALLEY SCH DIST BOARDROOM,4400 ALMA AVE CASTRO VALLEY,openaddresses:address:us/ca/alameda:108924,"4400 Alma Avenue, Castro Valley, CA, USA",37.707913,-122.071458
474500,True,LUTHERAN CH JENSEN HALL,20080 REDWOOD RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:98771,"20080 Redwood Road, Castro Valley, CA, USA",37.699463,-122.073627
474600,True,LUTHERAN CH JENSEN HALL,20080 REDWOOD RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:98771,"20080 Redwood Road, Castro Valley, CA, USA",37.699463,-122.073627
474700,True,CREEKSIDE MIDDLE SCHOOL RM 32,19722 CENTER ST CASTRO VALLEY,openstreetmap:address:way:79292881,"19722 Center Street, Castro Valley, CA, USA",37.699142,-122.059468
474900,True,MARSHALL SCHOOL SCIENCE CENTER,20111 MARSHALL ST CASTRO VALLEY,openaddresses:address:us/ca/alameda:112712,"20111 Marshall Street, Castro Valley, CA, USA",37.698662,-122.065885
475000,False,CANYON MIDDLE SCH RM D11 SIDE A,19600 CULL CANYON RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:109435,"19600 Cull Canyon Road, Castro Valley, CA, USA",37.707006,-122.050961
475100,False,CANYON MIDDLE SCH RM D11 SIDE B,19600 CULL CANYON RD CASTRO VALLEY,openaddresses:address:us/ca/alameda:109435,"19600 Cull Canyon Road, Castro Valley, CA, USA",37.707006,-122.050961
475200,False,TRANSFIGURATION CHURCH HALL-MARIAN RM,4000 E CASTRO VALLEY BLVD CASTRO VALLEY,openaddresses:address:us/ca/alameda:109597,"3803 East Castro Valley Boulevard, Castro Valley, CA, USA",37.694424,-122.05216
475500,True,PALOMARES HILLS REC CTR SIDE C,6811 VILLAREAL DR CASTRO VALLEY,openaddresses:address:us/ca/alameda:89669,"6811 Villareal Drive, Castro Valley, CA, USA",37.71369,-122.028572
475520,True,PALOMARES HILLS REC CTR SIDE B,6811 VILLAREAL DR CASTRO VALLEY,openaddresses:address:us/ca/alameda:89669,"6811 Villareal Drive, Castro Valley, CA, USA",37.71369,-122.028572
475540,True,PALOMARES HILLS REC CTR   SIDE A,6811 VILLAREAL DR CASTRO VALLEY,openaddresses:address:us/ca/alameda:89669,"6811 Villareal Drive, Castro Valley, CA, USA",37.71369,-122.028572
476100,False,GARAGE,5789 GOLD CREEK DR CASTRO VALLEY,openaddresses:address:us/ca/alameda:79940,"5789 Gold Creek Drive, Castro Valley, CA, USA",37.687874,-122.035171
476110,True,FIVE CANYONS FIRE STATION 8 MEETING RM,25862 FIVE CANYONS PKWY CASTRO VALLEY,openaddresses:address:us/ca/city_of_hayward:1797,"25862 Five Canyons Parkway, Fairview, CA, USA",37.675075,-122.029979
491000,True,GOLDEN OAK MONTESSORI SCH MPR,2652 VERGIL CT CASTRO VALLEY,openaddresses:address:us/ca/alameda:103617,"2652 Vergil Court, Castro Valley, CA, USA",37.687837,-122.070192
540300,False,NIELSEN SCH RM K-1   SIDE B,7500 AMARILLO ROAD DUBLIN,openaddresses:address:us/ca/alameda:434159,"7500 Amarillo Road, Dublin, CA, USA",37.70626,-121.942278
540500,False,JOHN KNOX PRESBY CH FELLOWSHIP HALL,7421 AMARILLO RD DUBLIN,openaddresses:address:us/ca/alameda:427567,"7421 Amarillo Road, Dublin, CA, USA",37.70503,-121.942328
540600,False,NIELSEN SCH RM K-1   SIDE A,7500 AMARILLO ROAD DUBLIN,openaddresses:address:us/ca/alameda:434159,"7500 Amarillo Road, Dublin, CA, USA",37.70626,-121.942278
540700,False,FIRE STATION 16,7494 DONOHUE DR DUBLIN,openstreetmap:address:node:2467283063,"7494 Donohue Drive, Dublin, CA, USA",37.708859,-121.933323
540800,True,DUBLIN ELEM SCH FACULTY LOUNGE,7997 VOMAC ROAD DUBLIN,openaddresses:address:us/ca/alameda:429924,"7997 Vomac Road, Dublin, CA, USA",37.714141,-121.93575
541100,False,MURRAY SCH MULTIUSE ROOM SIDE A,8435 DAVONA DRIVE DUBLIN,openaddresses:address:us/ca/alameda:430776,"8435 Davona Drive, Dublin, CA, USA",37.721809,-121.932769
542000,False,MURRAY SCH MULTIUSE ROOM SIDE B,8435 DAVONA DRIVE DUBLIN,openaddresses:address:us/ca/alameda:430776,"8435 Davona Drive, Dublin, CA, USA",37.721809,-121.932769
542200,True,FREDERIKSEN SCHOOL LIBRARY,7243 TAMARACK DRIVE DUBLIN,openstreetmap:address:way:349648372,"7243 Tamarack Drive, Dublin, CA, USA",37.715415,-121.923014
543300,True,WELLS INTERMEDIATE SCH LIBRARY,6800 PENN DRIVE DUBLIN,openaddresses:address:us/ca/alameda:433412,"6800 Penn Drive, Dublin, CA, USA",37.711339,-121.919702
544400,False,GARAGE,7804 TURQUOISE ST DUBLIN,openaddresses:address:us/ca/alameda:431228,"7804 Turquoise Street, Dublin, CA, USA",37.721713,-121.920566
545000,True,DUBLIN CIVIC CENTER REGIONAL MEETING RM,6444 SIERRA CT. DUBLIN,openaddresses:address:us/ca/alameda:526463,"6444 Sierra Court, Dublin, CA, USA",37.708693,-121.914814
546000,False,FIRE STATION 17,6200 MADIGAN RD DUBLIN,openaddresses:address:us/ca/alameda:434755,"6200 Madigan Road, Dublin, CA, USA",37.715201,-121.883834
546100,True,JAMES DOUGHERTY ELEM SCH LIBRARY,5301 HIBERNIA DR DUBLIN,openaddresses:address:us/ca/alameda:428046,"5301 Hibernia Drive, Dublin, CA, USA",37.709795,-121.88406
546600,True,JAMES DOUGHERTY ELEM SCH LIBRARY,5301 HIBERNIA DR DUBLIN,openaddresses:address:us/ca/alameda:428046,"5301 Hibernia Drive, Dublin, CA, USA",37.709795,-121.88406
547700,True,FIRE STATION 18,4800 FALLON RD DUBLIN,openaddresses:address:us/ca/alameda:435864,"4800 Fallon Road, Dublin, CA, USA",37.714946,-121.854492
547710,True,FIRE STATION 18,4800 FALLON RD DUBLIN,openaddresses:address:us/ca/alameda:435864,"4800 Fallon Road, Dublin, CA, USA",37.714946,-121.854492
547740,False,FALLON MIDDLE SCH GYM,3601 KOHNEN WAY DUBLIN,openaddresses:address:us/ca/alameda:435873,"3601 Kohnen Way, Dublin, CA, USA",37.71557,-121.866966
547750,False,GARAGE,5615 BELLEVUE CIR DUBLIN,openaddresses:address:us/ca/alameda:427295,"5615 Bellevue Circle, Dublin, CA, USA",37.718839,-121.871267
547760,True,KOLB ELEM SCH MULTI-PURPOSE RM,3150 PALERMO WAY DUBLIN,openaddresses:address:us/ca/alameda:441911,"3150 Palermo Way, Dublin, CA, USA",37.71248,-121.859542
547780,True,THE GROVES AT DUBLIN RANCH,3115 FINNIAN WAY DUBLIN,openaddresses:address:us/ca/alameda:440198,"3115 Finnian Way, Dublin, CA, USA",37.707988,-121.859133
547790,True,THE GROVES AT DUBLIN RANCH,3115 FINNIAN WAY DUBLIN,openaddresses:address:us/ca/alameda:440198,"3115 Finnian Way, Dublin, CA, USA",37.707988,-121.859133
380200,True,ANNA YATES SCHOOL HALLWAY,1070  41ST ST EMERYVILLE,openaddresses:address:us/ca/alameda:118189,"1070 41st Street, Emeryville, CA, USA",37.83231,-122.27886
380300,True,EMERYVILLE CIVIC CENTER HALLWAY,1333 PARK AVE EMERYVILLE,openstreetmap:address:node:1491599907,"1333 Park Avenue, Emeryville, CA, USA",37.831049,-122.285446
380400,True,EMERY MID SCH COMM LEARNING CTR,1275  61ST ST EMERYVILLE,openstreetmap:address:way:157172570,"1275 61st Street, Emeryville, CA, USA",37.843019,-122.287419
380600,False,Lobby,8 CAPTAIN DR EMERYVILLE,openstreetmap:venue:node:1515973660,"Draperies by Susan, Emeryville, CA, USA",37.841092,-122.295111
380700,True,EMERY MID SCH COMM LEARNING CTR,1275  61ST ST EMERYVILLE,openstreetmap:address:way:157172570,"1275 61st Street, Emeryville, CA, USA",37.843019,-122.287419
830100,True,ST PAUL UNITED METH CH SANCTUARY,33350 PEACE TER FREMONT,openaddresses:address:us/ca/alameda:313274,"33350 Peace Terrace, Fremont, CA, USA",37.580402,-122.054371
830200,False,BESARO MOBILE PARK  SOCIAL HALL,4141 DEEP CREEK RD FREMONT,openaddresses:address:us/ca/alameda:309166,"4141 Deep Creek Road, Fremont, CA, USA",37.578061,-122.053602
830210,True,ARDENWOOD ELEM SCH LIBRARY SIDE A,33955 EMILIA LN FREMONT,openaddresses:address:us/ca/alameda:333956,"33955 Emilia Lane, Fremont, CA, USA",37.572327,-122.052317
830300,True,FOREST PARK SCH MULTI-PURPOSE RM FOYER,34400 MAYBIRD CIR FREMONT,openaddresses:address:us/ca/alameda:338294,"34400 Maybird Circle, Fremont, CA, USA",37.56245,-122.051421
830500,False,FREMONT FIRE STATION 10,5001 DEEP CREEK RD FREMONT,openaddresses:address:us/ca/alameda:338941,"5001 Deep Creek Road, Fremont, CA, USA",37.566085,-122.051716
830700,False,FREMONT FIRE STATION 10,5001 DEEP CREEK RD FREMONT,openaddresses:address:us/ca/alameda:338941,"5001 Deep Creek Road, Fremont, CA, USA",37.566085,-122.051716
831000,True,ST PAUL UNITED METH CH SANCTUARY,33350 PEACE TER FREMONT,openaddresses:address:us/ca/alameda:313274,"33350 Peace Terrace, Fremont, CA, USA",37.580402,-122.054371
831100,True,ST PAUL UNITED METH CH SANCTUARY,33350 PEACE TER FREMONT,openaddresses:address:us/ca/alameda:313274,"33350 Peace Terrace, Fremont, CA, USA",37.580402,-122.054371
831200,False,QUAIL RUN  CLUBHOUSE,33783 WHIMBREL RD FREMONT,openaddresses:address:us/ca/alameda:333613,"33783 Whimbrel Road, Fremont, CA, USA",37.582304,-122.044331
831210,True,HOPE LUTHERAN CHURCH,3800 BEARD RD FREMONT,openaddresses:address:us/ca/alameda:328338,"3800 Beard Road, Fremont, CA, USA",37.57877,-122.044258
831230,True,HOPE LUTHERAN CHURCH,3800 BEARD RD FREMONT,openaddresses:address:us/ca/alameda:328338,"3800 Beard Road, Fremont, CA, USA",37.57877,-122.044258
831300,True,WARWICK SCHOOL  LIBRARY,3375 WARWICK RD FREMONT,openaddresses:address:us/ca/alameda:327590,"3375 Warwick Road, Fremont, CA, USA",37.577337,-122.031829
831400,False,GARAGE,4100 SORA COMMON FREMONT,openaddresses:address:us/ca/alameda:334430,"4100 Sora Cm, Fremont, CA, USA",37.574277,-122.04354
831410,True,ARDENWOOD ELEM SCH  LIBRARY SIDE B,33955 EMILIA LN FREMONT,openaddresses:address:us/ca/alameda:333956,"33955 Emilia Lane, Fremont, CA, USA",37.572327,-122.052317
831500,True,GRACE CHURCH FREMONT,36060 FREMONT BLVD FREMONT,openaddresses:address:us/ca/alameda:319350,"36060 Fremont Boulevard, Fremont, CA, USA",37.565408,-122.02009
831510,True,CENTERVILLE LIBRARY  MEETING ROOM,3801 NICOLET AVE FREMONT,openaddresses:address:us/ca/alameda:319147,"3801 Nicolet Avenue, Fremont, CA, USA",37.567505,-122.022087
831610,True,GRACE CHURCH FREMONT,36060 FREMONT BLVD FREMONT,openaddresses:address:us/ca/alameda:319350,"36060 Fremont Boulevard, Fremont, CA, USA",37.565408,-122.02009
831700,True,BROOKVALE ELEM SCHOOL  LIBRARY,3400 NICOLET AVE FREMONT,openstreetmap:address:way:349308594,"3400 Nicolet Avenue, Fremont, CA, USA",37.568199,-122.015264
831710,True,ST CHRISTINA ORTHODOX CHURCH,3721 PARISH AVE FREMONT,openaddresses:address:us/ca/alameda:317657,"3721 Parish Avenue, Fremont, CA, USA",37.558771,-122.003293
831810,True,PATTERSON SCHOOL  LIBRARY,35521 CABRILLO DR FREMONT,openaddresses:address:us/ca/alameda:339566,"35521 Cabrillo Drive, Fremont, CA, USA",37.561398,-122.031576
831830,True,AEGIS GARDENS RETIRE COMMUNITY,36281 FREMONT BLVD FREMONT,openstreetmap:address:node:2377505168,"36281 Fremont Blvd, Fremont, CA, USA",37.563625,-122.018845
831900,True,CABRILLO ELEM SCH AUDITORIUM,36700 SAN PEDRO DR FREMONT,openaddresses:address:us/ca/alameda:339348,"36700 San Pedro Drive, Fremont, CA, USA",37.551756,-122.023254
831920,True,THORNTON JUNIOR HIGH SCH  LIBRARY,4357 THORNTON AVE FREMONT,openaddresses:address:us/ca/alameda:309634,"4357 Thornton Avenue, Fremont, CA, USA",37.556931,-122.0168
832000,True,PATHWAY COMM CH FELLOWSHIP HALL,4500 THORNTON AVE FREMONT,openaddresses:address:us/ca/alameda:309824,"4500 Thornton Avenue, Fremont, CA, USA",37.554952,-122.015135
832010,True,ST JAMES EPISCOPAL CH ED BLDG 1,37051 CABRILLO DR FREMONT,openaddresses:address:us/ca/alameda:311404,"37051 Cabrillo Drive, Fremont, CA, USA",37.551601,-122.017352
832200,True,HOLY SPIRIT CATHOLIC CHURCH SMALL HALL,37588 FREMONT BLVD FREMONT,openaddresses:address:us/ca/alameda:317852,"37588 Fremont Boulevard, Fremont, CA, USA",37.557134,-122.003064
832210,True,WASHINGTON HIGH SCHOOL MAIN OFFICE LOBBY,38442 FREMONT BLVD FREMONT,openaddresses:address:us/ca/alameda:310952,"37235 Fremont Boulevard, Fremont, CA, USA",37.558809,-122.008711
832300,True,FREMONT CONGREGATIONAL CHURCH,38255 BLACOW RD FREMONT,openaddresses:address:us/ca/alameda:316383,"38255 Blacow Road, Fremont, CA, USA",37.540351,-122.007823
832500,True,FREMONT CONGREGATIONAL CHURCH,38255 BLACOW RD FREMONT,openaddresses:address:us/ca/alameda:316383,"38255 Blacow Road, Fremont, CA, USA",37.540351,-122.007823
832510,True,HOLY TRINITY LUTHERAN CHURCH,38801 BLACOW RD FREMONT,openaddresses:address:us/ca/alameda:385576,"38801 Blacow Road, Fremont, CA, USA",37.5374,-122.002038
832600,True,FREMONT FIRE STATION 1,4200 MOWRY AVE FREMONT,openaddresses:address:us/ca/alameda:312417,"4200 Mowry Avenue, Fremont, CA, USA",37.544871,-121.990628
832620,True,FORERUNNER CHRISTIAN CH CLASSRM 15,39610 SUNDALE DR FREMONT,openaddresses:address:us/ca/alameda:312896,"39321 Sundale Drive, Fremont, CA, USA",37.537209,-121.986576
832800,True,FREMONT ADULT SCHOOL  CLASS RM 31,4700 CALAVERAS AVE FREMONT,openaddresses:address:us/ca/alameda:337770,"4700 Calaveras Avenue, Fremont, CA, USA",37.537767,-121.990622
832810,True,FORERUNNER CHRISTIAN CH CLASSRM 15,39610 SUNDALE DR FREMONT,openaddresses:address:us/ca/alameda:312896,"39321 Sundale Drive, Fremont, CA, USA",37.537209,-121.986576
832900,True,FREMONT ROUNDTREE  CLUBHOUSE,39900 FARWELL DR FREMONT,openaddresses:address:us/ca/alameda:362661,"39900 Farwell Drive, Fremont, CA, USA",37.525347,-121.98833
833000,True,JOHN BLACOW SCHOOL  LIBRARY,40404 SUNDALE DR FREMONT,openaddresses:address:us/ca/alameda:372658,"40404 Sundale Drive, Fremont, CA, USA",37.527995,-121.975941
833100,True,JOHN BLACOW SCHOOL LIBRARY,40404 SUNDALE DR FREMONT,openaddresses:address:us/ca/alameda:372658,"40404 Sundale Drive, Fremont, CA, USA",37.527995,-121.975941
833200,True,MISSION VALLEY ROP STUDENT LOUNGE RM 103,5019 STEVENSON BLVD FREMONT,openaddresses:address:us/ca/alameda:317299,"4141 Stevenson Boulevard, Fremont, CA, USA",37.540012,-121.975085
833210,True,STEVEN MILLARD SCHOOL LIBRARY,5200 VALPEY PARK AVE FREMONT,openaddresses:address:us/ca/alameda:322470,"5200 Valpey Park Avenue, Fremont, CA, USA",37.518766,-121.975116
833300,True,STEVEN MILLARD SCHOOL LIBRARY,5200 VALPEY PARK AVE FREMONT,openaddresses:address:us/ca/alameda:322470,"5200 Valpey Park Avenue, Fremont, CA, USA",37.518766,-121.975116
833310,True,KIDANGO CHILDRENS CENTER AUDITORIUM,43100 ISLE ROYAL ST FREMONT,openaddresses:address:us/ca/alameda:380617,"43100 Isle Royal Street, Fremont, CA, USA",37.513609,-121.968584
833400,True,OUR LADY OF GUADALUPE  PARISH HALL,40382 FREMONT BLVD FREMONT,openstreetmap:address:way:89182131,"40382 Fremont Boulevard, Fremont, CA, USA",37.539834,-121.966099
833500,False,IRVINGTON LIBRARY,41825 GREENPARK DR FREMONT,openaddresses:address:us/ca/alameda:379371,"41825 Greenpark Drive, Fremont, CA, USA",37.522506,-121.964903
833610,False,SOUTHLAKE PARK MOBILE HOME  REC BLDG,4343 AUTO MALL PKWY FREMONT,openaddresses:address:us/ca/alameda:385004,"4343 Auto Mall Parkway, Fremont, CA, USA",37.510101,-121.961608
833700,False,FREMONT FIRE STATION 3,40700 CHAPEL WAY FREMONT,openaddresses:address:us/ca/alameda:371834,"40700 Chapel Way, Fremont, CA, USA",37.535877,-121.960905
833710,True,GRIMMER ELEM SCHOOL  LIBRARY,43030 NEWPORT DR FREMONT,openaddresses:address:us/ca/alameda:382165,"43030 Newport Drive, Fremont, CA, USA",37.520393,-121.950632
834000,True,CORPUS CHRISTI CHURCH GYM,37981 2ND STREET FREMONT,openaddresses:address:us/ca/alameda:367274,"37981 Second Street, Fremont, CA, USA",37.574762,-121.975894
834200,False,FREMONT FIRE STATION 2,37299 NILES BLVD FREMONT,openaddresses:address:us/ca/alameda:324961,"37299 Niles Boulevard, Fremont, CA, USA",37.577208,-121.981516
834400,True,NILES CANYON MOBILE ESTATES REC RM,711 OLD CANYON RD FREMONT,openaddresses:address:us/ca/alameda:309333,"711 Old Canyon Road, Fremont, CA, USA",37.578347,-121.966651
834600,True,VALLEJO MILL SCHOOL  LIBRARY,38569 CANYON HEIGHTS DR FREMONT,openstreetmap:address:way:316113331,"38569 Canyon Heights Drive, Fremont, CA, USA",37.575612,-121.960569
834700,False,SIKH TEMPLE,300 GURDWARA RD FREMONT,openaddresses:address:us/ca/alameda:321407,"300 Gurdwara Road, Fremont, CA, USA",37.583568,-121.998511
835000,False,CENTERVILLE COMM CTR CRAFT RM,3355 COUNTRY DR FREMONT,openaddresses:address:us/ca/alameda:360160,"3355 Country Drive, Fremont, CA, USA",37.555697,-121.988636
835100,True,HOLY SPIRIT CATHOLIC CHURCH SMALL HALL,37588 FREMONT BLVD FREMONT,openaddresses:address:us/ca/alameda:317852,"37588 Fremont Boulevard, Fremont, CA, USA",37.557134,-122.003064
835300,True,FREMONT VILLAGE ACTIVITY RM,38801 HASTINGS ST FREMONT,openaddresses:address:us/ca/alameda:341008,"38801 Hastings Street, Fremont, CA, USA",37.55315,-121.98578
835310,True,CARLTON PLAZA MULTI-USE RM,3800 WALNUT AVE FREMONT,openaddresses:address:us/ca/alameda:362719,"3800 Walnut Avenue, Fremont, CA, USA",37.547137,-121.98053
835500,True,NEW HOPE COMM CHURCH  LOBBY,2190 PERALTA BLVD FREMONT,openaddresses:address:us/ca/alameda:317932,"2190 Peralta Boulevard, Fremont, CA, USA",37.561665,-121.989125
835600,True,CALIFORNIA SCHOOL FOR THE BLIND,500 WALNUT AVE FREMONT,openaddresses:address:us/ca/alameda:321996,"500 Walnut Avenue, Fremont, CA, USA",37.561245,-121.963404
835610,False,FREMONT MAIN LIBRARY FUKAYA RM A & B,2450 STEVENSON BLVD FREMONT,openaddresses:address:us/ca/alameda:317299,"4141 Stevenson Boulevard, Fremont, CA, USA",37.540012,-121.975085
835730,True,PARKMONT SCHOOL  LIBRARY,2601 PARKSIDE DR FREMONT,openaddresses:address:us/ca/alameda:318795,"2601 Parkside Drive, Fremont, CA, USA",37.561227,-121.98389
835800,True,DURHAM SCHOOL LIBRARY,40292 LESLIE ST FREMONT,openaddresses:address:us/ca/alameda:372818,"40292 Leslie Street, Fremont, CA, USA",37.543026,-121.965663
835820,True,FREMONT CENTRAL PARK TEEN CTR,39770 PASEO PADRE PKWY FREMONT,openaddresses:address:us/ca/alameda:309237,"40429 Paseo Padre Parkway, Fremont, CA, USA",37.542692,-121.962521
835900,True,CHAPEL CORNER SENIOR APARTMENTS,40455 CHAPEL WAY FREMONT,openaddresses:address:us/ca/alameda:342947,"40455 Chapel Way, Fremont, CA, USA",37.538038,-121.959472
836000,True,FREMONT FIRE STATION 9,39609 STEVENSON PL FREMONT,openaddresses:address:us/ca/alameda:366599,"39609 Stevenson Place, Fremont, CA, USA",37.557755,-121.957889
836110,False,MISSION VALLEY SCH ROOM 6,41700 DENISE ST FREMONT,openaddresses:address:us/ca/alameda:376400,"41700 Denise Street, Fremont, CA, USA",37.536521,-121.946154
836200,True,BRIDGES COMMUNITY CH RM C100,505 DRISCOLL RD FREMONT,openaddresses:address:us/ca/alameda:371552,"505 Driscoll Road, Fremont, CA, USA",37.548066,-121.942576
